runner,gender,yard,start,split1,split2,split3,finish
465,M,14,0.32,5.9,25.87,47.87,52.7
465,M,15,0.13,4.72,23.8,45.88,51.62
526,M,1,0.55,5.47,24.63,45.02,49.8
526,M,2,0.22,5,23.48,43.77,48.98
526,M,3,0.3,4.82,22.32,43.6,48.48
526,M,4,0.1,4.45,22.25,43.07,48.18
526,M,5,0.45,4.93,22.87,43.85,48.6
526,M,6,0.08,4.37,22.25,42.42,47.33
526,M,7,0.1,4.42,22.52,43.07,47.87
526,M,8,0.17,4.42,22.02,44.2,48.82
526,M,9,0.03,4.13,21.62,42.28,50.83
526,M,10,0.2,4.65,22.4,42.9,47.75
526,M,11,0.1,4.45,22.65,44.35,49.32
526,M,12,0.25,4.5,23.87,43.88,48.58
526,M,13,0.15,4.62,22.75,,48.38
526,M,14,0.15,4.6,24.32,,50.08
526,M,15,0.03,4.57,24.02,46.73,51.7
526,M,16,0.33,,,,
512,F,1,0.52,5.45,22.2,40.43,46.1
512,F,2,0.12,4.77,21.08,39.53,45.23
512,F,3,0.32,4.73,21.1,42.97,47.55
512,F,4,0.15,4.43,22.27,43.08,48.02
512,F,5,0.07,4.27,21.58,42.58,47.37
512,F,6,0.22,4.57,22.27,42.42,47.35
512,F,7,0.07,4.38,22.5,43.07,47.85
512,F,8,0.1,4.35,22,44.2,48.65
512,F,9,0.22,4.4,22.22,42.28,47.17
512,F,10,0.32,4.62,22.43,,47.68
512,F,11,0.12,4.45,22.7,43.7,48.7
512,F,12,0.27,4.52,22.27,44.43,49.5
512,F,13,0.18,4.58,22.22,42.15,47.02
512,F,14,0.13,4.58,23.52,44.83,50.08
512,F,15,0.03,46.73,24.02,,51.72
31,M,1,0.27,4.93,23.47,43.15,48.33
31,M,2,0.12,4.67,23.55,43.02,47.22
31,M,3,0.47,5.2,23.68,43.7,47.83
31,M,4,0.33,4.85,24.9,46.12,50.37
31,M,5,0.55,4.98,21.48,41.85,45.98
31,M,6,0.47,5,22.93,42.63,47.37
31,M,7,0.47,5.08,22.62,42.07,46.6
31,M,8,0.43,5,23.98,43.65,47.8
31,M,9,0.17,4.43,21.72,42,46.62
31,M,10,0.33,4.85,21.98,42.13,46.65
31,M,11,0.4,5.12,21.63,43.95,48.33
31,M,12,0.2,4.7,21.98,42.92,47.95
31,M,13,0.3,5.13,23.03,44.53,49.63
31,M,14,0.27,5.05,23.5,45.27,50.67
31,M,15,0.1,4.9,24.9,47.08,51.78
180,F,1,0.02,4.28,21.02,40.13,44.35
180,F,2,0,4.37,21.28,41.25,45.58
180,F,3,0.12,4.37,21.67,41.3,45.35
180,F,4,0.03,3.92,21.63,42.98,47.32
180,F,5,0.1,4.73,22.33,41.63,45.65
180,F,6,0.07,4.28,22.32,46.75,50.88
180,F,7,0.07,4.08,23.37,43.97,47.93
180,F,8,0.13,4.08,21.23,41.25,45.05
180,F,9,0.07,4.1,21.17,41.13,44.75
180,F,10,0.07,4.18,21.7,42.15,46.13
180,F,11,0.1,4.27,21.97,42.07,46.13
180,F,12,0.12,4.23,23.15,43.8,48.33
180,F,13,0.03,4.03,21.85,42.35,46.5
180,F,14,0.03,3.97,23.33,44.93,49.33
180,F,15,0.05,4.03,24.4,47.45,51.87
180,F,16,6.78,,,,
58,F,1,0.7,5.67,24.43,43.35,47.57
58,F,2,0.67,5.55,23.38,41.53,45.93
58,F,3,0.55,5.3,22.85,43.28,47.95
58,F,4,0.62,5.43,23.52,43.07,47.58
58,F,5,0.55,5.18,22.55,43.47,47.75
58,F,6,0.5,5.13,22.62,41.85,49.15
58,F,7,0.55,5.13,22.38,41.47,45.97
58,F,8,0.45,5.12,22.63,44.3,48.65
58,F,9,0.5,4.98,22.47,42.25,46.93
58,F,10,0.33,5.1,23.08,45.82,50.42
58,F,11,0.52,5.47,24.48,45.27,50.25
58,F,12,0.43,5.23,24.03,45.23,50.1
58,F,13,0.3,5.38,26.75,46.35,51.27
58,F,14,0.33,5.75,25.12,46.63,54.05
58,F,15,0.3,5.08,24.4,46.85,51.9
58,F,16,1.17,,,,
244,M,1,0.45,5.27,24.53,45.03,49.82
244,M,2,0.5,5.47,24.27,44.75,49.65
244,M,3,0.62,5.5,24.33,44.4,49.43
244,M,4,0.27,5.08,24.82,45,49.65
244,M,5,0.38,5.22,23.63,45.7,50.37
244,M,6,0.35,4.73,22.25,40.97,45.03
244,M,7,0.3,4.65,21.77,39.97,44.07
244,M,8,0.38,5.27,24.05,45.6,50.38
244,M,9,0.17,4.4,21.53,40.42,44.52
244,M,10,0.35,4.88,23.02,43.2,47.53
244,M,11,0.23,4.73,22.37,43.37,47.8
244,M,12,0.35,5.1,23.92,44.4,48.63
244,M,13,0.22,4.8,23.55,44.8,49.23
244,M,14,0.23,5.33,25,47.65,52.27
244,M,15,0.28,5.25,25.1,47.37,52.02
244,M,16,5.07,,,,
247,M,1,0.1,4.58,22.73,43.07,50.3
247,M,2,0.42,5.28,24.15,45.53,50.6
247,M,3,0.32,4.65,22.68,43.68,50.03
247,M,4,0.17,4.67,23.63,44.8,49.17
247,M,5,0.38,4.67,21.3,38.53,42.83
247,M,6,0.18,4.43,22.78,43.23,47.98
247,M,7,0.02,4.05,22.18,42.38,47.15
247,M,8,0.05,4.3,22.02,42.6,48.85
247,M,9,0.08,4.43,22.52,42.9,47.32
247,M,10,0,4.53,22.7,43.07,47.77
247,M,11,0.12,4.78,23.33,43.67,48.28
247,M,12,0.27,4.8,22.72,43.48,49.53
247,M,13,0.02,4.77,22.9,42.57,47.05
247,M,14,0.07,4.75,22.93,44.58,49.4
247,M,15,0.2,5.22,24.55,46.53,52.2
550,M,1,0.53,5.52,23.97,43.42,47.82
550,M,2,0.82,5.6,23.05,41.47,45.38
550,M,3,0.87,5.47,22.1,39.72,43.35
550,M,4,0.77,5.62,23.97,44.33,48.43
550,M,5,0.78,5.32,23.5,42.3,46.68
550,M,6,0.77,5.43,22.7,41.87,46.42
550,M,7,0.73,5.32,23.63,42.6,46.87
550,M,8,0.68,5.42,23.32,43.03,47.5
550,M,9,0.6,5,22.67,43.2,47.67
550,M,10,0.17,4.58,22.07,41.77,46.7
550,M,11,0.52,5.63,24.4,44,49.17
550,M,12,0.5,5.58,24.08,42.95,47.27
550,M,13,0.45,5.58,23.58,44.8,49.68
550,M,14,0.35,5.62,25.07,46.12,51.22
550,M,15,0.2,4.65,23.8,46.83,52.32
550,M,16,7.23,,,,
222,M,1,0.05,4.4,24.18,49.2,53.47
222,M,2,0.08,4.72,22.23,41.65,46.07
222,M,3,0.12,4.47,22.45,44.58,49.63
222,M,4,0.12,4.92,24.45,46.5,50.88
222,M,5,0.13,4.52,23.47,42.52,47.12
222,M,6,0.28,4.6,22.17,41.75,46.53
222,M,7,0.12,4.45,23.15,43.53,48.3
222,M,8,0.15,4.5,23.15,43.47,48.35
222,M,9,0.1,4.27,24.7,45.02,50
222,M,10,0.07,4.27,21.03,39.68,44.17
222,M,11,0.1,4.52,23.62,44.07,49
222,M,12,0.22,5.1,27.47,47.45,52.38
222,M,13,0.07,4.77,25.3,46.62,51.68
222,M,14,0.05,4.88,25.62,48.75,54.33
222,M,15,0.1,4.7,23.72,46.88,52.35
222,M,16,0.17,6.08,29.75,,
280,M,1,0.05,4.33,22.28,41.6,48.05
280,M,2,0.05,4.7,22.25,43.38,49.25
280,M,3,0.05,4.42,22.33,43.28,49.72
280,M,4,0.08,4.57,24.12,46.67,51.5
280,M,5,0.08,4.47,23.22,43.62,49.37
280,M,6,0.07,4.53,22.17,43.07,47.7
280,M,7,0.05,4.45,23.95,44.78,50.37
280,M,8,0.13,4.5,22.97,43.15,47.92
280,M,9,0.02,4.15,22.52,44.12,49.52
280,M,10,0.07,4.45,22.12,42.9,47.92
280,M,11,0.13,4.7,23.02,43.85,48.98
280,M,12,0.13,4.73,23.55,45.47,50.8
280,M,13,0.05,5.02,24.32,45.02,49.98
280,M,14,0.03,4.65,23.37,43.78,50.2
280,M,15,0.07,4.85,24.05,46.87,52.35
280,M,16,0.05,6.08,29.73,,
441,F,1,0.4,5.33,25.27,46.93,52.8
441,F,2,0.38,5.25,24.05,44.88,49.97
441,F,3,0.45,5.3,23.3,43.75,48.45
441,F,4,0.42,43.9,23.47,,48.72
441,F,5,0.4,5.2,26,46.85,51.83
441,F,6,0.3,5.3,23.95,45.58,50.3
441,F,7,0.33,5.15,24.1,45.23,50.07
441,F,8,0.48,5.58,26.18,47.37,52.1
441,F,9,0.32,5.25,24.43,45.95,51
441,F,10,0.25,5.27,25.05,47.15,52.48
441,F,11,0.52,5.95,25.55,48.72,53.72
441,F,12,0.32,5.5,24.77,46.92,52.02
441,F,13,0.22,5.67,25.4,48.37,53.62
441,F,14,0.17,5.62,25.6,48.75,54.35
441,F,15,0.32,5.68,25.33,47.43,52.53
441,F,16,5.52,,,,
59,M,1,0.27,4.93,23.47,43.13,48.33
59,M,2,0.15,5,24.78,45.02,49.7
59,M,3,0.43,5.22,23.67,43.7,47.85
59,M,4,0.32,4.83,21.62,40.13,44.27
59,M,5,0.52,5.02,21.5,41.87,46
59,M,6,0.45,5,22.95,42.65,47.38
59,M,7,0.45,5.08,22.63,42.08,46.62
59,M,8,0.43,4.98,24,43.67,47.82
59,M,9,0.18,4.42,21.7,42,46.63
59,M,10,0.32,4.83,22,42.17,46.65
59,M,11,0.42,5.1,21.8,,48.33
59,M,12,0.2,4.7,21.98,,47.95
59,M,13,0.28,5.12,23.5,44.53,49.63
59,M,14,0.27,5.08,23.5,45.3,50.6
59,M,15,0.12,4.92,24.88,47.08,52.62
328,M,1,0.7,5.92,25.78,48.03,53.35
328,M,2,0.57,5.62,26.57,47.73,52.72
328,M,3,0.87,5.88,25.65,47.07,51.5
328,M,4,0.78,5.72,27.88,47.57,51.88
328,M,5,0.77,5.57,24.33,45.88,50.57
328,M,6,0.72,5.72,24.77,46.23,50.52
328,M,7,0.63,5.55,25.37,48.08,52.88
328,M,8,0.7,5.65,25.33,49.05,53.32
328,M,9,0.55,5.58,25.4,46.97,51.42
328,M,10,0.58,5.85,25.23,47.92,52.52
328,M,11,0.58,6.17,26.12,47.75,52.33
328,M,12,0.55,5.67,24.47,44.32,49.42
328,M,13,0.47,5.23,23.07,44.52,50.22
328,M,14,0.32,5.38,25.07,48.48,54.08
328,M,15,0.4,5.45,24.23,46.8,52.72
328,M,16,9.92,,,,
453,M,1,0.63,5.72,24.58,44.35,49.45
453,M,2,0.63,5.57,23.75,43.85,48.38
453,M,3,0.37,4.82,22.42,42.78,47.33
453,M,4,0.37,5.13,23.38,44.3,48.88
453,M,5,0.63,5.43,23.63,44.7,49.07
453,M,6,0.4,4.78,22.7,42.9,47.2
453,M,7,0.47,5.17,23.75,45.07,49.53
453,M,8,0.55,5.43,23.57,43.77,48.1
453,M,9,0.5,5.22,22.85,43.22,47.63
453,M,10,0.4,5.05,23.13,44.02,48.58
453,M,11,0.48,5.42,24.83,44.78,49.32
453,M,12,0.55,5.62,24.23,44.53,49.1
453,M,13,0.32,5.15,24.02,45.77,50.75
453,M,14,0.27,5.28,23.97,45.95,51.02
453,M,15,0.32,5.12,24.68,47.98,53.13
319,M,1,0.03,3.92,19.15,37.4,41.63
319,M,2,0.07,4.2,19.43,37.07,41.1
319,M,3,0.2,4.1,19,34.95,38.48
319,M,4,0.18,4.68,21.12,39.58,43.58
319,M,5,0.32,5.1,20.87,38.23,42.18
319,M,6,0.08,4.4,20.18,38.68,42.53
319,M,7,0.3,4.82,24.67,42.67,46.48
319,M,8,0.4,4.82,21.8,40.25,44.2
319,M,9,0.18,4.48,21.03,40.17,44.9
319,M,10,0.35,5.35,23.92,43.77,48.38
319,M,11,0.55,5.48,23.75,44.8,49.53
319,M,12,0.42,5.85,24.63,45.5,50.6
319,M,13,0.32,5.57,24.4,45.03,50.95
319,M,14,0.27,5.27,23.05,45.07,50.67
319,M,15,0.2,5.43,26.3,48.93,53.13
162,M,1,0.03,3.93,19.17,35.72,39.77
162,M,2,0.1,4.23,19.77,37.12,41.17
162,M,3,0.17,4.3,19.72,36.42,40.43
162,M,4,0.27,4.72,21.12,40.33,44.48
162,M,5,0.05,3.7,17.82,34.8,38.6
162,M,6,0.32,4.95,23.18,45.02,49.77
162,M,7,0.43,4.78,22.45,42.5,47.03
162,M,8,0.12,4.35,21.6,41.37,45.68
162,M,9,0.45,5.3,23.47,43.12,47.93
162,M,10,0.5,5.12,23.37,44,49
162,M,11,0.57,5.45,25.55,,52.28
162,M,12,0.12,4.05,21.9,42.52,47.07
162,M,13,0.12,4.43,22.53,43.22,48.18
162,M,14,0.27,4.97,23.25,45.58,50.9
162,M,15,0.4,5.08,24.3,47.28,53.43
438,M,1,0.57,5.47,24.58,46.83,51.63
438,M,2,0.72,5.82,24.3,44.28,48.55
438,M,3,0.75,5.42,22.75,41.37,45.63
438,M,4,0.67,5.55,23.72,44.17,48.38
438,M,5,0.68,5.38,23.23,43.02,47.2
438,M,6,0.68,5.25,24.98,44.75,49.15
438,M,7,0.7,5.42,24.27,46.05,50.28
438,M,8,0.63,5.28,22.62,42.78,48.53
438,M,9,0.57,5.3,22.72,42.67,47.7
438,M,10,0.5,41.38,22.47,,46.48
438,M,11,0.38,5.22,22.52,41.87,47.53
438,M,12,0.5,5.35,24.53,46.68,52.03
438,M,13,0.48,5.53,24.17,45.18,51.15
438,M,14,0.38,5.35,24.53,45.77,51.38
438,M,15,0.3,5.32,24.67,47.38,53.47
438,M,16,2.95,,,,
234,M,1,0.8,5.8,24.03,42.88,47.12
234,M,2,0.53,5.3,22.13,40.1,44.25
234,M,3,0.55,5.15,21.83,,44.13
234,M,4,0.28,4.57,20.58,38.18,42.15
234,M,5,0.43,4.9,21.18,39.17,42.9
234,M,6,0.35,4.8,21.18,39.9,43.52
234,M,7,0.35,4.65,20.1,36.45,40.13
234,M,8,0.27,4.42,19.5,36.12,39.48
234,M,9,0.28,4.58,21.12,41.13,44.8
234,M,10,0.33,4.92,21.43,39.82,43.68
234,M,11,0.42,5.32,22.6,41.78,46.07
234,M,12,0.35,5.1,23.63,43.43,47.45
234,M,13,0.3,5.18,23.43,45.1,49.73
234,M,14,0.4,5.72,25.45,49.72,54.4
234,M,15,0.35,5.65,27.55,49.22,53.5
333,F,1,0.22,6,26.7,50.65,56.03
333,F,2,0.22,6.35,27.37,50.98,56.28
333,F,3,0.22,6.15,27.55,50.35,55.8
333,F,4,0.23,5.82,27.13,50.27,55.37
333,F,5,0.18,6.05,27.33,50.72,55.32
333,F,6,0.17,5.98,26.92,50.58,55.75
333,F,7,0.25,6.05,27.82,51.25,56.15
333,F,8,0.3,6.07,27.08,50.68,54.95
333,F,9,0.2,5.77,27.32,51.92,56.35
333,F,10,0.22,6.17,27.1,52.07,56.55
333,F,11,0.27,6.12,27.42,49.68,54.37
333,F,12,0.28,5.8,26.13,49.73,54.17
333,F,13,0.13,5.15,25.28,47.97,52.33
333,F,14,0.08,4.8,24.48,45.75,50.07
333,F,15,0.22,5.23,26.75,49.33,54.02
284,F,1,0.28,5.42,24.45,44.77,49.7
284,F,2,0.58,5.97,24.97,45.68,50.4
284,F,3,0.42,5.27,23.13,42.92,47.1
284,F,4,0.45,5.33,23.77,43.12,47.45
284,F,5,0.47,5.1,23.07,42.95,47.73
284,F,6,0.43,5.5,24.03,44.52,51.48
284,F,7,0.37,5.28,24.17,45.32,49.93
284,F,8,0.32,5.2,24,45.03,49.72
284,F,9,0.35,5.2,23.88,45.15,50.1
284,F,10,0.4,5.32,24.05,44.57,49.68
284,F,11,0.47,5.68,24.92,45.47,50.3
284,F,12,0.4,5.72,24.97,46.08,51.05
284,F,13,0.37,5.57,24.87,46.3,54.4
284,F,14,0.27,5.53,24.8,46.27,51.47
284,F,15,0.27,5.4,25.02,47.88,54.02
179,F,1,0.08,4.32,20.42,41.02,45.62
179,F,2,0.22,4.45,20.9,41.57,46.22
179,F,3,0.2,4.78,21.67,41.85,46.95
179,F,4,0.17,4.77,21.22,43.47,47.72
179,F,5,0.15,5.47,21.6,42.88,49.02
179,F,6,0.27,4.83,21.65,42.78,48.82
179,F,7,0.2,4.68,21.58,41.07,45.68
179,F,8,0.35,5.05,22.15,42.88,49.05
179,F,9,0.2,4.88,21.83,43.05,49.7
179,F,10,0.2,4.95,22.1,43.9,50.17
179,F,11,0.28,5.23,23.17,44.23,48.9
179,F,12,0.27,5.28,22.73,43.9,50.35
179,F,13,0.15,5.75,23.83,45.82,50.57
179,F,14,0.13,5.33,24.03,47.85,53.62
179,F,15,0.2,5.9,25.28,49.05,54.13
179,F,16,1.8,,,,
459,M,1,0.08,4.28,20.38,41.02,45.62
459,M,2,0.22,41.58,20.92,,46.23
459,M,3,0.23,4.78,21.65,41.82,46.98
459,M,4,0.15,4.77,21.22,41.87,46.38
459,M,5,0.15,5.45,21.9,42.88,48.83
459,M,6,0.2,4.85,21.65,42.75,47.42
459,M,7,0.2,4.58,20.92,38.88,43.33
459,M,8,0.28,5.05,22.15,42.87,47.48
459,M,9,0.22,4.88,21.83,43.1,49.02
459,M,10,0.2,4.95,22.08,43.92,48.6
459,M,11,0.28,5.25,23.15,44.25,50.23
459,M,12,0.27,5.27,22.73,43.9,50.08
459,M,13,0.15,5.77,23.83,45.82,50.62
459,M,14,0.18,5.35,24.03,47.87,53.98
459,M,15,0.22,5.9,25.27,49.05,54.15
459,M,16,1.8,,,,
134,M,1,0.68,5.9,25.42,46.85,51.93
134,M,2,0.73,5.92,25.88,47.6,53.25
134,M,3,0.73,5.97,25.82,47.6,53.15
134,M,4,0.75,5.83,25.28,46.45,51.42
134,M,5,0.5,5.12,23.8,45.72,51.22
134,M,6,0.77,5.6,26.63,51.1,56.08
134,M,7,0.65,5.62,25.43,46.55,51.22
134,M,8,0.48,5.45,24.5,47.08,52.67
134,M,9,0.43,5.4,25.45,48.28,53.65
134,M,10,0.57,5.4,24.03,46.93,53.53
134,M,11,0.3,5.3,24.65,46.53,52.1
134,M,12,0.43,5.42,24.37,47.5,53.95
134,M,13,0.45,5.8,24.72,47.93,54.5
134,M,14,0.25,5.37,25.42,48.47,54.85
134,M,15,0.25,5.53,25.67,49.25,54.33
134,M,16,6.87,,,,
371,M,1,0.12,4.35,21.13,39.62,43.92
371,M,2,0.08,4.77,23.02,41.92,46.15
371,M,3,0.07,4.15,20.38,38.03,42.2
371,M,4,0.18,4.65,21.32,39.65,43.73
371,M,5,0.08,4.35,21.1,39.72,43.93
371,M,6,0.07,4.42,21.23,39.58,43.73
371,M,7,0.05,4.4,21.27,39.77,43.9
371,M,8,0.13,4.47,21.38,40.02,44.32
371,M,9,0.08,4.52,22.45,41.43,45.93
371,M,10,0.05,4.57,22.5,42.38,46.98
371,M,11,0.07,4.63,22.87,43.05,47.73
371,M,12,0.12,4.73,23.02,44.28,49.17
371,M,13,0.07,5,24.57,46.12,51.03
371,M,14,0.03,5.2,25.08,47,51.87
371,M,15,0.08,5.12,25.37,49.23,54.57
371,M,16,9.48,,,,
152,M,1,0.72,5.67,24.95,48.12,52.92
152,M,2,0.52,5.65,24.55,46.25,51.28
152,M,3,0.32,5.67,24.28,45.85,51.1
152,M,4,0.63,5.63,25.3,46.78,51.93
152,M,5,0.32,4.98,23.42,44.42,50.12
152,M,6,0.78,5.72,24.95,47.45,52.95
152,M,7,0.98,5.62,25.58,45.95,52.08
152,M,8,0.65,5.43,25.2,46.07,50.9
152,M,9,0.32,5.03,23.23,44.07,49.68
152,M,10,0.5,5.4,23.45,44.37,49.47
152,M,11,0.45,5.8,23.58,44.78,49.77
152,M,12,0.57,5.6,25.5,46.08,51.5
152,M,13,0.37,5.38,24.15,45.42,51
152,M,14,0.27,5.27,24.7,47.05,53.37
152,M,15,0.33,5.65,26.13,49.72,54.65
53,M,1,0.45,5.17,23.27,43.37,47.65
53,M,2,0.27,4.93,21.77,41.68,46.02
53,M,3,0.67,42.8,23.12,,47.35
53,M,4,0.48,42,22.93,,46.63
53,M,5,0.65,43.68,23.72,,48.3
53,M,6,0.5,45.45,23.48,,50.28
53,M,7,0.52,46.85,23.18,,52.05
53,M,8,0.4,5.33,24.77,46.95,51.72
53,M,9,0.15,4.78,23.52,45.27,49.9
53,M,10,0.17,4.77,22.82,44.35,49.5
53,M,11,0.27,5.23,25.73,45.35,50
53,M,12,0.32,5.22,24.6,45.7,50.6
53,M,13,0.12,45.9,24.82,,50.87
53,M,14,0.22,5.43,24.68,46.98,52.03
53,M,15,0.18,,26.47,,54.75
53,M,16,9.95,,,,
406,M,1,0.47,5.15,23.27,43.3,47.67
406,M,2,0.27,4.93,21.77,41.68,46.02
406,M,3,0.67,5.43,23.12,42.8,47.35
406,M,4,0.48,5.32,22.92,42,46.62
406,M,5,0.65,5.48,23.75,43.7,48.22
406,M,6,0.5,5.35,23.48,45.38,49.73
406,M,7,0.52,5.2,23.17,42.45,46.7
406,M,8,0.38,5.32,24.72,,51.62
406,M,9,0.17,4.75,23.42,45.1,49.88
406,M,10,0.18,4.77,22.75,43.22,47.95
406,M,11,0.28,5.23,25.7,45.38,50.2
406,M,12,0.32,5.22,24.58,45.7,50.58
406,M,13,0.15,5.2,24.77,45.87,50.85
406,M,14,0.23,5.42,24.68,46.98,52
406,M,15,0.2,5.38,26.5,,54.77
406,M,16,9.93,,,,
84,M,1,0.32,5.27,24.97,46.7,51.43
84,M,2,0.13,4.97,23.32,43.25,47.73
84,M,3,0.23,5.17,23.65,44.27,48.82
84,M,4,0.32,5.18,23.75,44.23,49.02
84,M,5,0.33,5.27,24.4,45.1,49.87
84,M,6,0.35,5.5,24.28,44.82,49.42
84,M,7,0.15,5.22,24.87,46.08,50.93
84,M,8,0.18,5.32,24.7,45.53,50.17
84,M,9,0.15,5.02,23.8,44.17,48.92
84,M,10,0.15,5.18,24.17,47.7,52.55
84,M,11,0.25,5.6,25.28,47.12,51.98
84,M,12,0.3,5.82,26.93,46.57,51.23
84,M,13,0.17,5.15,24.02,44.73,49.43
84,M,14,0.1,5.37,24.98,46.93,51.92
84,M,15,0.27,48.87,25.77,,55
84,M,16,8.15,,,,
508,F,1,0.4,5.35,25.28,46.95,52.78
508,F,2,0.4,44.87,24.05,,49.97
508,F,3,0.47,5.28,23.32,43.72,48.45
508,F,4,0.42,5.22,23.52,43.9,48.68
508,F,5,0.4,5.18,25.98,46.83,51.52
508,F,6,0.3,5.27,23.93,45.97,50.15
508,F,7,0.35,45.2,23.97,,49.72
508,F,8,0.48,5.52,26.17,47.23,51.82
508,F,9,0.3,5.25,24.42,47.48,52.03
508,F,10,0.28,5.2,24.77,46.98,51.8
508,F,11,0.53,5.93,25.2,46.97,51.68
508,F,12,0.35,5.48,24.55,46.7,51.62
508,F,13,0.23,5.47,25.43,48.32,53.18
508,F,14,0.2,5.5,27.88,49.4,54.27
508,F,15,0.32,5.6,27.43,50.13,55.05
508,F,16,5.48,,,,
540,M,1,0.6,5.57,24.82,45.6,51.27
540,M,2,0.73,5.52,24.22,44.27,48.85
540,M,3,0.43,5.52,24.25,43.72,49.12
540,M,4,0.63,5.67,23.65,42.92,47.3
540,M,5,0.72,5.55,22.15,41.1,45.77
540,M,6,0.53,5.53,23.23,42.98,47.75
540,M,7,0.7,5.48,23.33,43.18,47.9
540,M,8,0.93,5.27,23.23,43.08,47.78
540,M,9,0.52,5.35,24.83,44.58,48.77
540,M,10,0.38,5.3,24.1,44.07,48.93
540,M,11,0.52,5.37,22.65,42.75,47.58
540,M,12,0.45,5.28,23.65,44.58,49.25
540,M,13,0.43,5.18,24.57,46,50.83
540,M,14,0.12,5.17,25.25,47.1,51.22
540,M,15,0.17,5.43,25.98,50.18,55.07
208,M,1,0.42,5.32,24.73,45.53,50.18
208,M,2,0.5,5.5,25.33,45.78,50.53
208,M,3,0.45,5.13,23.75,44.25,48.72
208,M,4,0.48,5.25,24.05,45.33,50.35
208,M,5,0.52,5.15,24.28,45.5,50.23
208,M,6,0.45,5.13,24.9,48.4,53.17
208,M,7,0.35,5.2,25.68,47.88,52.88
208,M,8,0.47,5.37,25.03,45.75,50.53
208,M,9,0.38,5.5,25.05,46.5,51.53
208,M,10,0.35,5.62,25.7,47.07,52.18
208,M,11,0.35,5.73,25.92,46.73,51.73
208,M,12,0.42,5.62,25.43,47.65,52.33
208,M,13,0.25,5.57,26.78,49.78,54.52
208,M,14,0.27,5.67,26.83,48.83,53.77
208,M,15,0.3,5.57,26.45,49.85,55.22
443,M,1,0.62,5.55,23.87,43.07,47.48
443,M,2,0.65,5.65,23.83,42.98,47.12
443,M,3,0.7,5.55,23.08,42.33,46.57
443,M,4,0.72,5.55,23.78,41.87,46.1
443,M,5,0.73,5.62,22.85,40.57,44.82
443,M,6,0.68,5.6,22.92,40.95,45.23
443,M,7,0.75,5.52,22.53,42.7,47.4
443,M,8,0.67,5.6,23.85,45.55,50.67
443,M,9,0.6,5.43,22.42,42.08,46.58
443,M,10,0.5,5.27,22.78,42.7,47.52
443,M,11,0.48,5.52,23.87,45.33,50.25
443,M,12,0.5,5.7,24.18,45.7,50.82
443,M,13,0.3,5.22,23.87,45.18,50.25
443,M,14,0.28,5.5,24.6,46.63,51.77
443,M,15,0.42,5.8,26.1,50.75,55.4
479,M,1,0.2,4.82,,42.68,47.82
479,M,2,0.42,5.27,24.38,44.32,49.48
479,M,3,0.33,4.82,23.03,43.62,48
479,M,4,0.47,4.82,22.85,43.1,47.48
479,M,5,0.35,4.72,22.53,42.88,47.28
479,M,6,0.32,4.62,23.13,43.77,48.07
479,M,7,0.43,4.55,22.93,43.75,48.07
479,M,8,0.6,4.78,,,48.62
479,M,9,0.08,4.17,,41.8,46.13
479,M,10,0.08,4.3,21.77,42.17,46.62
479,M,11,0.23,4.85,24.37,46.5,51.12
479,M,12,0.57,5.08,22.58,42.58,47.15
479,M,13,0.23,4.72,22.48,42.97,49.07
479,M,14,0.23,5,23.65,45.22,50.02
479,M,15,0.42,5.87,26.5,50.2,55.77
369,M,1,0.77,5.65,23.42,41.4,45.63
369,M,2,0.57,5.47,22.98,40.83,45.13
369,M,3,0.6,5.48,22.2,39.73,43.9
369,M,4,0.63,5.48,23.78,43.57,47.77
369,M,5,0.62,38.47,21.22,,42.62
369,M,6,0.43,38.53,21.18,,42.67
369,M,7,0.45,5.33,23.7,42.83,47.17
369,M,8,0.42,5.27,22.32,41.17,45.73
369,M,9,0.47,42.22,23.25,,46.52
369,M,10,0.32,41.07,22.2,,45.37
369,M,11,0.45,5.63,24.87,46.78,51.62
369,M,12,0.35,5.4,23.75,44.27,49.05
369,M,13,0.27,5.15,22.92,43.9,49.03
369,M,14,0.28,46.77,24.83,,51.97
369,M,15,0.28,6,27.28,50.45,55.98
326,M,1,0.15,4.28,21.13,41.12,45.45
326,M,2,0.33,5.03,22.43,41.3,45.87
326,M,3,0.42,5.1,22.48,40.7,45.2
326,M,4,0.38,5.35,22.27,39.8,45.53
326,M,5,0.47,5.08,23.35,42.05,47.23
326,M,6,0.4,4.93,23.12,,49.13
326,M,7,0.42,5.18,22.6,,45.7
326,M,8,0.53,5.08,21.83,40.97,45.27
326,M,9,0.45,5.4,23.88,,46.75
326,M,10,0.33,4.88,22.23,38.82,42.2
326,M,11,0.42,5.1,23.18,42.85,47.75
326,M,12,0.48,5.75,23.53,42.33,46.85
326,M,13,0.35,4.27,21.18,41.52,45.63
326,M,14,0.12,5.23,29.87,53.13,58.22
326,M,15,0.25,4.27,24.18,49.9,56.43
326,M,16,0.83,,,,
82,M,1,0.38,5.1,23.08,48.32,53.83
82,M,2,0.17,4.78,24.17,47.03,54.05
82,M,3,0.22,4.75,23.72,47.37,53.17
82,M,4,0.1,4.55,23.38,46.45,52.8
82,M,5,0.18,4.65,23.72,47.85,53.23
82,M,6,0.15,4.87,25.25,48.12,54.43
