runner,gender,yard,start,split1,split2,split3,finish
298,M,5,0.17,4.42,22.9,41.15,45.47
298,M,6,0.27,39.2,21.23,,43.32
298,M,7,1.72,5.52,21.67,40.13,44.43
298,M,8,0.2,4.22,20.22,37.63,41.43
298,M,9,0.18,4.52,21.02,39.42,43.62
298,M,10,0.63,5.17,22.03,41.65,46.08
298,M,11,0.48,5.25,22.23,41,45.4
298,M,12,0.55,5.47,23.28,42.4,46.93
298,M,13,0.38,5.22,20.27,36.58,40.5
298,M,14,0.4,5.38,21.88,41.38,46.03
298,M,15,0.42,5.48,24.42,44.55,49.08
298,M,16,0.27,5.2,22.95,42.28,46.97
298,M,17,0.33,5.77,24.42,46.58,53.48
298,M,18,0.1,4.92,23.7,46.78,54.07
298,M,19,0.32,5.85,26,50.93,58.2
298,M,20,4.72,,,,
340,M,1,0.02,3.97,24.27,46.17,51.1
340,M,2,0.17,4.25,21.93,40.98,45.32
340,M,3,0.28,4.57,21.63,41.6,46.63
340,M,4,0.15,4.43,25.22,47.53,52.83
340,M,5,0.05,3.28,17.23,36.23,40.62
340,M,6,0.53,5.8,26.6,50.37,55.02
340,M,7,0.37,5.57,26.47,50.32,55.83
340,M,8,0.22,4.8,24.58,46.97,52.18
340,M,9,0,3.58,18.23,34.6,38.4
340,M,10,0.02,4.98,25.15,47.98,53.08
340,M,11,0.07,4.6,23.87,46.25,51.32
340,M,12,0.15,4.78,23.48,45.05,50.07
340,M,13,0.02,5.32,26.57,49.33,54.57
340,M,14,0.03,4.7,25.18,48.67,54.32
340,M,15,0.05,4.55,23.47,44.27,48.93
340,M,16,0.05,4.5,23.47,46.47,51.97
340,M,17,0.03,4.6,25.82,49.88,55.88
340,M,18,0.05,5.88,27.97,51.98,57.33
340,M,19,0.02,5.13,28.97,53.22,58.85
340,M,20,0.65,,,,
90,F,1,0.17,5.12,24.52,48.12,52.88
90,F,2,0.13,5.07,23.77,44.78,50.48
90,F,3,0.22,5.07,24.78,48.97,54.17
90,F,4,0.22,5.15,25.03,47.53,52.82
90,F,5,0.25,5.2,25.33,48.18,54.9
90,F,6,0.2,5.08,25.48,48.68,54.53
90,F,7,0.3,5.5,26.75,50.12,55.43
90,F,8,0.33,5.4,26.15,49.63,55.25
90,F,9,0.23,5.53,26.02,49.47,56.03
90,F,10,0.22,5.32,26.02,49.5,55.38
90,F,11,0.2,5.53,26.83,49.68,55.22
90,F,12,0.28,49.42,26.13,,56.13
90,F,13,0.15,5.17,25.85,49.18,54.68
90,F,14,0.15,5.55,27.08,50.15,55.75
90,F,15,0.12,5.58,27.37,50.53,56.12
90,F,16,0.12,6.57,27.48,50.93,56.47
90,F,17,0.12,5.92,28.48,53.07,58.62
90,F,18,0.1,5.85,29.17,53.93,59.75
90,F,19,0.07,5.92,29.13,54.25,59.92
90,F,20,5.27,,,,
10,M,1,0.98,5.95,24.93,46.82,51.27
10,M,2,0.98,6.15,25.37,45.43,50.02
10,M,3,1.05,5.93,24.7,45.4,50.12
10,M,4,0.85,5.77,23.73,44.47,48.83
10,M,5,0.88,5.92,23.83,43.55,48.03
10,M,6,0.85,6.62,23.27,44,48.6
10,M,7,0.8,6.8,23.8,43.22,47.77
10,M,8,0.82,5.83,24.47,45.28,50.35
10,M,9,0.65,5.88,23.55,44.03,48.37
10,M,10,0.6,6.38,23.52,43.42,48.32
10,M,11,0.7,6.1,24.75,45.03,49.9
10,M,12,0.67,6.52,24.68,44.78,49.72
10,M,13,0.53,6.3,24.52,44.73,49.47
10,M,14,0.47,5.97,24.62,45.33,50.27
10,M,15,0.48,5.98,23.67,44.25,48.92
10,M,16,0.45,5.6,24.37,45.27,49.97
10,M,17,0.32,5.92,23.72,44.38,49.03
10,M,18,0.28,5.2,21.18,42.03,47.37
360,M,1,0.3,5.72,25.72,47.38,52.58
360,M,2,0.45,6.12,25.9,47.23,51.9
360,M,3,0.5,5.82,25.75,46.85,51.85
360,M,4,0.42,5.73,25.63,46.77,51.63
360,M,5,0.55,5.8,25.3,46.05,51.03
360,M,6,0.52,5.43,25.95,47.37,52.37
360,M,7,0.57,5.72,25.62,47.28,52.32
360,M,8,0.53,5.68,25.72,47.38,52.55
360,M,9,0.47,5.58,25.48,46.83,51.68
360,M,10,0.45,5.72,25.07,45.72,50.97
360,M,11,0.48,5.45,24.18,41.97,46.07
360,M,12,0.45,5.82,26.08,47.65,52.87
360,M,13,0.33,47.35,25.88,,52.9
360,M,14,0.33,47.57,25.92,,53
360,M,15,0.4,5.77,25.75,,52.6
360,M,16,0.3,4.67,21.8,39.08,43.05
360,M,17,0.1,4.5,20.88,39.48,43.58
360,M,18,0.25,5.62,23.83,44.97,49.32
140,F,1,0.37,43.67,23.93,,48.55
140,F,2,0.38,5.22,23.37,43.32,47.83
140,F,3,0.37,4.88,21.95,41.23,45.73
140,F,4,0.4,4.9,21.67,40.3,45.82
140,F,5,0.27,4.93,22.5,41.32,45.92
140,F,6,0.37,5,22.43,41.38,47.13
140,F,7,0.22,4.6,21.88,41.3,45.73
140,F,8,0.22,4.68,21.9,41.57,46.03
140,F,9,0.12,4.28,20.6,39.37,44.07
140,F,10,0.15,4.62,21.78,41.8,46.37
140,F,11,0.17,4.62,21.9,41.02,45.68
140,F,12,0.27,4.77,22.07,42.1,46.55
140,F,13,0.13,4.62,22.18,42.07,46.92
140,F,14,0.08,4.67,23.17,44,50.02
140,F,15,0.15,4.7,22.33,42.5,47.38
140,F,16,0.08,4.53,22.5,44.65,49.62
140,F,17,0.08,4.65,24.2,46.6,52.5
140,F,18,0.1,4.68,22.3,42.93,49.8
140,F,19,4.83,,,,
391,M,1,0.17,4.83,22.68,41.98,47.68
391,M,2,0.18,4.92,23.2,42.95,48.47
391,M,3,0.32,4.68,21.75,40.52,45.87
391,M,4,0.13,4.45,21.25,40.92,45.13
391,M,5,0.23,4.53,21.65,41.6,45.85
391,M,6,0.2,4.47,21.03,40.1,44.45
391,M,7,0.2,4.52,21.15,40.97,45.5
391,M,8,0.12,4.32,20.87,40.35,44.8
391,M,9,0.07,4.28,20.87,40.32,45.05
391,M,10,0.1,4.42,21.37,40.28,45.95
391,M,11,0.23,4.82,22.98,42.58,48.3
391,M,12,0.27,4.65,21.9,41.73,46.2
391,M,13,0.07,4.43,21.25,41.7,46.2
391,M,14,0.13,4.63,21.77,41.6,46.08
391,M,15,0.18,4.68,21.35,41.22,45.68
391,M,16,0.08,4.33,21.18,40.73,45.27
391,M,17,0.08,4.47,21.45,41.42,46.95
391,M,18,0.22,5.83,24.3,44.88,51.02
391,M,19,0.8,,,,
521,M,1,0.42,4.98,21.98,40.98,45.43
521,M,2,0.63,5.43,22.87,41.32,45.65
521,M,3,0.5,5.17,22.47,41.1,46.3
521,M,4,0.22,4.58,21.65,40.37,45.25
521,M,5,0.3,4.82,21.77,40.63,45.45
521,M,6,0.37,5.08,22.3,41.38,45.67
521,M,7,0.5,5.13,22.12,41.5,45.75
521,M,8,0.32,4.85,21.95,40.78,45.4
521,M,9,0.23,4.8,21.68,40.48,45.77
521,M,10,0.23,4.88,22.37,41.1,45.52
521,M,11,0.35,5.17,22.62,41.22,46.78
521,M,12,0.35,5.13,22.27,41.07,45.58
521,M,13,0.15,5.02,22.37,41.57,46.1
521,M,14,0.17,4.8,21.68,40.4,44.9
521,M,15,0.27,5.17,22.8,41.78,46.17
521,M,16,0.07,4.58,21.75,40.73,46.53
521,M,17,0.1,5,22.63,42.37,47.03
521,M,18,0.13,5.38,24.35,46.53,52.38
521,M,19,0.13,6.05,29.12,55.58,
502,M,1,0.57,5.65,24.55,44.85,50.78
502,M,2,0.73,5.8,24.35,46.33,51.08
502,M,3,0.72,45.63,24.27,,50.12
502,M,4,0.73,5.6,24.12,45.72,50.18
502,M,5,0.6,5.38,23.4,45.07,49.43
502,M,6,0.53,5.18,23.52,45.15,49.52
502,M,7,0.57,5.28,23.63,45.03,49.75
502,M,8,0.67,45.08,23.6,,49.52
502,M,9,0.52,45.2,23.53,,49.6
502,M,10,0.48,5.27,23.27,44.47,49.07
502,M,11,0.55,45.17,24.02,,50.03
502,M,12,0.57,45.82,24.13,,50.85
502,M,13,0.47,46.17,24.35,,50.75
502,M,14,0.33,43.57,23.38,,48.15
502,M,15,0.38,5.45,24.48,46.72,51.48
502,M,16,0.3,46.22,24.15,,51.05
502,M,17,0.23,46.9,25.08,,51.68
502,M,18,0.25,48.25,25.53,,53.2
502,M,19,0.27,,,,
142,M,1,0.15,3.95,16.43,28.75,31.62
142,M,2,0.27,5.13,23.83,44.88,49.5
142,M,3,0.57,5.62,24.87,46.77,51.3
142,M,4,0.47,5.65,24.68,45.87,50.43
142,M,5,0.62,5.48,24.2,45.95,50.5
142,M,6,0.05,3.37,17,36.9,42.07
142,M,7,0.22,5.23,25.22,47.45,52.53
142,M,8,0.42,5.08,23.62,43.78,48.2
142,M,9,0.25,3.75,21.37,41.85,46.15
142,M,10,0.23,4.8,23.08,42.62,46.6
142,M,11,0.27,4.63,22.33,41.18,45.63
142,M,12,0.23,4.75,22.05,39.95,43.72
142,M,13,0.28,4.58,21.07,40.83,44.38
142,M,14,0.12,4.6,22.4,41.82,46.05
142,M,15,0.2,3.22,17.65,38.57,43.15
142,M,16,0.22,5.23,25.9,48.05,52.58
142,M,17,0.2,4.87,25.75,49.52,54.2
142,M,18,0.1,4.8,25.12,49.78,54.7
27,M,1,0.27,4.9,23.88,43.63,48.33
27,M,2,0.55,5.5,24.07,43.73,48.32
27,M,3,0.27,4.92,23.07,42.88,47.3
27,M,4,0.4,5.3,23.83,44.02,48.52
27,M,5,0.28,4.95,23.57,43.17,47.67
27,M,6,0.35,5.05,23.52,43.25,47.75
27,M,7,0.32,4.98,23.2,42.72,47.52
27,M,8,0.5,5.4,23.43,42.77,47.27
27,M,9,0.38,5.03,23.63,43.18,47.77
27,M,10,0.45,5.15,22.92,43.02,47.53
27,M,11,0.32,5.15,23.58,42.3,46.75
27,M,12,0.17,4.67,23.53,44.8,49.17
27,M,13,0.2,4.78,23.15,42.93,47.48
27,M,14,0.03,4.48,24.3,42.72,47.28
27,M,15,0.12,4.62,22.75,43.6,48.25
27,M,16,0.17,4.8,23.1,43.45,48.23
27,M,17,0.08,4.6,22.78,42.98,47.58
27,M,18,0.1,5.08,26.38,49.92,54.97
27,M,19,3.72,,,,
173,M,1,0.03,4.23,20,37.87,42.05
173,M,2,0.07,4.45,21.5,41.33,45.65
173,M,3,0.12,4.48,21.53,41.23,45.83
173,M,4,0.08,4.4,21.55,41.27,46.83
173,M,5,0.17,4.53,22.15,41.63,46.13
173,M,6,0.18,4.85,22.33,41.93,50.27
173,M,7,0.17,4.25,20.92,40.12,44.48
173,M,8,0.2,4.45,21.28,41.3,45.52
173,M,9,0.17,4.8,22.3,41.33,46.98
173,M,10,0.03,4.05,20.77,39.73,45.18
173,M,11,0.18,4.77,22.62,44.03,48.73
173,M,12,0.1,4.32,21,40.73,45.45
173,M,13,0.1,4.42,21.65,NaN,47.32
173,M,14,0.13,4.8,22.95,44.18,50.18
173,M,15,0.12,4.57,23.18,45.95,50.77
173,M,16,0.03,4.35,24.3,47.32,52.27
173,M,17,0.03,4.48,25.37,49.5,56.07
173,M,18,0.05,4.5,26.63,50.6,55.43
120,M,1,0.62,5.4,22.93,42.4,47.17
120,M,2,0.47,5,21.55,39.98,45.48
120,M,3,0.47,4.98,21.75,39.95,45.95
120,M,4,0.07,3.97,20.72,38.08,46.55
120,M,5,0.65,5.05,21.6,39.77,46.7
120,M,6,0.5,4.93,22.68,39.97,46.03
120,M,7,0.15,4.2,20.23,41.47,45.55
120,M,8,0.3,4.47,20.23,37.78,46.07
120,M,9,0.15,4.23,20,40.08,45.95
120,M,10,0.22,4.4,20.85,39.27,46.48
120,M,11,0.2,4.52,21.77,40.43,47.1
120,M,12,0.27,4.53,21.35,39.78,46.3
120,M,13,0.22,4.53,21.68,43.3,48.22
120,M,14,0.28,4.75,21.32,41.25,45.68
120,M,15,0.05,4.03,20.97,40.67,45.83
120,M,16,0.38,4.88,24.18,45.2,49.77
120,M,17,0.08,4.93,22.82,42.53,50.42
120,M,18,0.18,5.15,24.88,49.2,56.1
120,M,19,4.17,,,,
100,M,1,0.22,6.02,26.72,50.63,56.03
100,M,2,0.23,6.37,27.32,50.63,56.27
100,M,3,0.28,6.17,27.57,50.37,55.78
100,M,4,0.23,5.95,27.17,50.27,55.42
100,M,5,0.18,6.12,27.45,51.38,56.62
100,M,6,0.25,6.03,26.88,50.57,55.88
100,M,7,0.22,6.35,27.78,51.22,56.15
100,M,8,0.32,6.07,27.22,50.88,55.97
100,M,9,0.15,5.93,27.28,50.12,55.35
100,M,10,0.2,5.67,27.47,49.9,55.32
100,M,11,0.27,6.12,27.47,50.53,55.83
100,M,12,0.27,5.4,24.95,46.37,51.3
100,M,13,0.18,6.1,27.75,50.5,55.8
100,M,14,0.13,5.88,27.72,50.63,55.63
100,M,15,0.2,6.15,27.62,50.07,55.25
100,M,16,0.2,5.95,27.58,51.45,56.77
100,M,17,0.15,5.85,26.93,50.02,55.48
100,M,18,0.15,6.38,28.12,50.85,56.1
100,M,19,0.15,6.42,28.8,,
46,M,1,0.6,5.4,22.93,41.35,45.68
46,M,2,0.47,4.97,21.55,40,45.48
46,M,3,0.5,4.97,21.77,39.93,45.88
46,M,4,0.05,3.95,20.72,38.08,43.68
46,M,5,0.6,39.77,21.6,,45.78
46,M,6,0.5,39.97,22.07,,45.93
46,M,7,0.15,4.18,20.25,38.28,44
46,M,8,0.28,4.45,20.23,37.77,44.03
46,M,9,0.12,4.27,19.98,40.08,45.88
46,M,10,0.18,4.42,20.82,39.27,45.22
46,M,11,0.18,4.52,21.77,40.43,47.58
46,M,12,0.25,4.55,21.38,39.75,46.57
46,M,13,0.22,4.52,21.13,39.95,46.7
46,M,14,0.28,4.77,20.23,38.4,43.78
46,M,15,0.05,4.03,20.95,40.33,45.83
46,M,16,0.12,4.28,20.72,38.55,45.32
46,M,17,0.08,4.45,21.3,40.22,45.62
46,M,18,0.17,5.18,24.88,49.18,56.12
46,M,19,4.45,,,,
48,M,1,0.62,5.52,24.23,43.65,48.23
48,M,2,0.52,5.52,23.8,44.03,48.9
48,M,3,0.68,5.55,23.08,42.72,47.62
48,M,4,0.2,4.47,21.08,40.07,44.45
48,M,5,0.2,4.8,22.82,42.6,47.32
48,M,6,0.57,5.57,22.98,42.7,47.3
48,M,7,0.22,5,24.3,,49.68
48,M,8,0.28,4.85,22.48,42.52,47.35
48,M,9,0.15,4.63,22.62,43.23,48.03
48,M,10,0.25,5.03,23.42,44.53,49.5
48,M,11,0.17,4.98,24.72,46.6,51.88
48,M,12,0.32,5.37,25.58,47.83,52.93
48,M,13,0.12,5.27,28.28,48.8,53.78
48,M,14,0.12,5.03,23.67,46.88,52.35
48,M,15,0.08,5.15,24.9,47.38,52.72
48,M,16,0.13,5.13,24.35,46.47,51.97
48,M,17,0.08,4.85,24,47.18,52.48
48,M,18,0.13,5.58,27.05,50.4,56.35
48,M,19,3.58,,,,
300,M,1,0.15,4.85,24.1,43.88,48.68
300,M,2,0.32,5.22,23.5,44.1,48.92
300,M,3,0.37,5.28,23.23,44.15,48.67
300,M,4,0.38,5.15,23.67,43.55,49.02
300,M,5,0.43,5.3,23.33,43,48.83
300,M,6,0.15,4.88,23.33,45.25,49.83
300,M,7,0.43,5.18,23.48,44.68,50.15
300,M,8,0.33,5.13,23.97,44.68,50.12
300,M,9,0.38,4.78,23.32,44.23,49.18
300,M,10,0.28,5.23,23.98,43.52,48.73
300,M,11,0.17,5.08,24.32,46.03,51.78
300,M,12,0.32,5.1,24.47,45.53,50.73
300,M,13,0.1,5.03,23.5,44.38,50.15
300,M,14,0.08,4.93,23.78,45.42,50.58
300,M,15,0.13,5.07,24.15,45.8,51.65
300,M,16,0.1,4.97,23.85,45.28,50.52
300,M,17,0.1,5.13,25.98,48.55,53.92
300,M,18,0.1,5.08,25.57,49.52,56.67
300,M,19,1.47,,,,
412,M,1,0.13,4.87,24.12,44.63,51.27
412,M,2,0.13,5.2,24.85,45.67,51.47
412,M,3,0.15,4.45,22.37,41.58,48.3
412,M,4,0.18,4.53,21.52,41.17,47.8
412,M,5,0.23,4.68,22.3,42.28,48.48
412,M,6,0.18,4.87,23.35,43.82,50.62
412,M,7,0.23,4.75,23.47,44.68,51.35
412,M,8,0.25,5.12,23.93,44.67,51.07
412,M,9,0.22,4.78,23.3,44.13,50.12
412,M,10,0.13,4.93,23.07,43.48,49.7
412,M,11,0.28,5.08,24.3,46,52.18
412,M,12,0.22,5.13,24.45,45.52,51.67
412,M,13,0.17,5.02,23.5,44.4,50.37
412,M,14,0.1,4.95,23.78,45.42,50.58
412,M,15,0.17,5.05,24.17,45.8,51.68
412,M,16,0.12,4.98,23.83,45.23,50.68
412,M,17,0.1,5.17,24.98,48.5,53.93
412,M,18,0.12,5.05,25.53,49.1,56.67
412,M,19,4.67,,,,
122,M,1,0.12,5.03,24.87,47.62,53.13
122,M,2,0.08,12.5,28.83,47.63,52.47
122,M,3,0.08,4.68,22.93,44.35,49.2
122,M,4,0.32,5.3,24.37,47.72,53.1
122,M,5,0.22,5.03,24.28,45.82,50.6
122,M,6,0.17,5.72,27.2,50.43,56.87
122,M,7,0.2,5.07,26.33,49.3,54.17
122,M,8,0.42,5.58,25.82,48.87,53.73
122,M,9,0.28,5.22,25.47,48.32,53.5
122,M,10,0.22,5.18,26.68,49.1,54.63
122,M,11,0.27,5.37,26.05,49.42,54.48
122,M,12,0.25,5.57,27.48,49.8,54.78
122,M,13,0.22,5.43,26.27,48.08,53.17
122,M,14,0.2,5.45,26.58,49.78,54.62
122,M,15,0.22,5.77,27.83,51.38,56.38
122,M,16,0.17,5.72,26.7,49.6,54.62
122,M,17,0.15,5.95,27.77,50.72,55.98
122,M,18,0.2,5.88,28.98,52.5,57.62
132,M,1,0.57,5.42,23.25,42.83,46.88
132,M,2,0.62,5.45,23.35,41.88,45.92
132,M,3,0.68,5.2,21.67,39.57,43.63
132,M,4,0.55,4.87,21.12,37.85,41.78
132,M,5,0.38,4.65,20.33,38.15,42.45
132,M,6,0.28,4.6,24.85,44.95,49.15
132,M,7,0.27,4.65,22.57,42.48,46.68
132,M,8,0.57,5.32,23.92,43.88,48.27
132,M,9,0.07,3.98,21.35,40.02,44.3
132,M,10,0.58,5.45,23.27,43.58,48.08
132,M,11,0.18,4.67,22.02,41.3,45.62
132,M,12,0.63,5.7,24.22,45.2,50.18
132,M,13,0.03,4,21.32,40.85,45.15
132,M,14,0.32,5.08,23.58,43.55,48.33
132,M,15,0.27,5.13,23.45,44.03,48.65
132,M,16,0.03,4.08,21.92,42.03,46.75
132,M,17,0.08,4.63,23.93,44.85,49.92
132,M,18,0.17,5.33,27.97,52.45,57.93
132,M,19,5.27,,,,
439,F,1,0.37,5.23,23.77,42.63,47.32
439,F,2,0.37,5.28,22.77,41.63,47.48
439,F,3,0.35,4.97,22.2,41.28,45.72
439,F,4,0.3,5.17,22.98,42.45,47.93
439,F,5,0.33,5.05,22.43,42.4,46.93
439,F,6,0.32,5.5,23.62,43.92,49.72
439,F,7,0.37,5.15,22.45,41.7,45.92
439,F,8,0.47,5.55,23.98,43.28,48.85
439,F,9,0.32,5.25,22.97,42.52,46.78
439,F,10,0.4,5.47,23.88,44.4,51.07
439,F,11,0.35,5.68,25.07,45.73,50.47
439,F,12,0.42,5.65,24.55,47.02,51.63
439,F,13,0.32,5.98,25.85,47.65,52.82
439,F,14,0.27,5.63,27.07,49.68,54.43
439,F,15,0.37,5.77,25.78,48.88,55.25
439,F,16,0.23,5.8,27.55,50.7,55.97
439,F,17,0.2,5.95,28.4,51.18,56.22
439,F,18,0.23,5.82,28.1,52.77,58.2
439,F,19,0.23,8.03,,,
307,M,1,0.67,5.68,24.67,44.87,49.73
307,M,2,0.67,5.65,23.88,43.93,48.67
307,M,3,0.75,5.53,23.07,42.37,46.6
307,M,4,0.72,42.67,23.82,,46.78
307,M,5,0.73,5.62,23.42,42.55,46.28
307,M,6,0.62,5.65,22.93,40.72,44.78
307,M,7,0.75,5.53,23.1,42.53,46.73
307,M,8,0.67,5.13,22.48,42.03,46.78
307,M,9,0.63,5.33,23.37,43.03,47.35
307,M,10,0.5,5.25,22.95,42.75,47.38
307,M,11,0.48,5.42,24.42,43.93,48.42
307,M,12,0.48,5.23,23.72,44.45,49.08
307,M,13,0.28,5.07,23.55,43.38,47.97
307,M,14,0.32,5.48,24.28,46.67,51.85
307,M,15,0.45,5.8,,43.68,47.52
307,M,16,0.27,4.7,23.15,44.4,49.62
307,M,17,0.27,6.02,26.62,51.58,57.42
307,M,18,0.22,5.97,28.38,52.58,58.22
307,M,19,0.22,6.73,33.25,,
92,F,1,0.28,4.85,23.22,44.33,49.07
92,F,2,0.4,5.33,23.42,43.38,47.87
92,F,3,0.47,47.42,,,52.18
92,F,4,0.55,5.48,,,49.32
92,F,5,0.48,5.22,24.32,46.17,50.97
92,F,6,0.37,4.98,23.15,43.15,47.68
92,F,7,0.52,5.4,24.82,48.4,53.18
92,F,8,0.42,5.48,25.42,47,51.8
92,F,9,0.43,5.48,24.82,46.18,50.93
92,F,10,0.43,5.62,24.85,48.08,52.9
92,F,11,0.45,5.9,,46.73,51.53
92,F,12,0.48,5.68,24.55,47.55,52.48
92,F,13,0.38,5.58,26.52,48.87,54.05
92,F,14,0.32,5.57,25.87,49.05,54.05
92,F,15,0.33,5.48,26.17,50.45,55.32
92,F,16,0.25,5.12,25.58,49.48,54.77
92,F,17,0.27,5.4,26.75,51.5,56.55
92,F,18,0.15,5.92,29.32,52.77,58.32
92,F,19,0.18,8.05,,,
499,M,1,0.25,48.15,25.72,,53.38
499,M,2,0.32,47.35,25.7,,52.72
499,M,3,0.55,48.17,26.17,,53.65
499,M,4,0.37,48.43,26.22,,53.63
499,M,5,0.4,5.2,24.93,47.45,52.82
499,M,6,0.38,5.42,26.57,49.95,55.2
499,M,7,0.5,49.13,26.45,,54.3
499,M,8,0.37,48.87,26,,54.23
499,M,9,0.4,5.57,26.28,49.27,54.38
499,M,10,0.15,49.23,26.6,,54.63
499,M,11,0.45,5.97,27,49.6,54.62
499,M,12,0.13,5.3,26.02,48.98,54.02
499,M,13,0.4,5.9,26.9,49.82,54.93
499,M,14,0.42,5.97,27.42,50.62,55.83
499,M,15,0.38,5.8,27.7,51.07,56.17
499,M,16,0.3,5.95,27.63,50.95,56.13
499,M,17,0.27,5.57,27.68,52.15,57.43
499,M,18,0.3,5.93,27.57,52.8,58.5
54,M,1,0.08,4.15,23.18,46.78,52.68
54,M,2,0.08,4.48,23.52,47.22,52.98
54,M,3,0.08,4.32,23.23,45.45,50.7
54,M,4,0.03,3.95,23.08,46.15,52.1
54,M,5,0.12,4.47,23.28,45.97,51.9
54,M,6,0.08,4.33,23.87,47.77,53.63
54,M,7,0.1,43.4,22.3,,48.63
54,M,8,0.13,4.43,22.65,45.75,51.18
54,M,9,0.1,4.32,23.32,46.82,53.35
54,M,10,0.08,4.75,26.02,50.02,55.67
54,M,11,0.18,4.53,25.7,49.37,54.53
54,M,12,0.12,4.08,23.4,48.23,53.75
54,M,13,0.12,4.42,24.5,51.12,56.92
54,M,14,0.07,51.78,27.75,,57.35
54,M,15,0.13,53.22,27.82,,58.65
54,M,16,0.13,4.77,24.87,49.3,55.65
54,M,17,0.12,4.77,24.43,52.63,57.93
54,M,18,1.13,5.72,27.52,53.2,59.37
54,M,19,0.12,6.93,,,
519,M,1,0.37,4.03,16.48,31.07,34.62
519,M,2,0.07,3.97,19.07,35.12,38.98
519,M,3,0.13,4.08,18.43,34.77,39.65
519,M,4,0.12,4.17,18.87,35.17,39.88
519,M,5,0.05,3.87,18.53,35.02,39.78
519,M,6,0.12,3.92,18.93,35.73,40.63
519,M,7,0.08,4.02,19,35.82,40.72
519,M,8,0.08,3.93,19.03,35.67,40.52
519,M,9,0.05,3.87,19.13,36.28,40.35
519,M,10,0.43,4.5,19.92,37.18,42.12
519,M,11,0.05,3.93,19.73,38.62,43.08
519,M,12,0.13,4.32,21.85,41.27,45.57
519,M,13,0.17,4.58,20.5,37.8,42.83
519,M,14,0.07,3.97,19.07,36.37,40.13
519,M,15,0.08,3.93,19.85,37.58,42.62
519,M,16,0.05,4.03,20.48,38.6,43.02
519,M,17,0.05,4.07,21.02,39.75,45.4
55,M,1,0,3.92,19.02,35.72,39.78
55,M,2,0.08,4.05,19.3,35.53,39.37
55,M,3,0.12,3.95,19.33,35.67,39.32
55,M,4,0,3.62,18.15,36.02,39.8
55,M,5,0.02,3.6,18.98,36.57,40.23
55,M,6,0,3.85,19.02,37.02,41.27
55,M,7,0.07,3.73,19.47,37.35,41.4
55,M,8,0.05,3.5,17.67,34.62,38.68
55,M,9,59.98,3.48,17.47,37.25,42.1
55,M,10,0.03,4.22,21.9,41.85,46.42
55,M,11,0.07,4.28,21.88,42.03,47.15
55,M,12,0.12,4.35,22.13,43.13,48.17
55,M,13,0.07,4.58,22.13,42.47,47.45
55,M,14,0.07,4.32,21.78,40.87,45.28
55,M,15,0.1,4.05,20.85,39.65,45.17
55,M,16,0.1,4.22,21.98,41.73,47.42
55,M,17,0.07,4.25,21.32,40.25,46.8
55,M,18,2.68,,,,
126,M,1,0.47,5.25,22.22,39.63,43.57
126,M,2,0.27,4.68,20.9,37.98,42.1
126,M,3,0.32,4.82,20.92,38.12,42.27
126,M,4,0.38,4.83,20.73,37.77,41.72
126,M,5,0.38,4.82,20.88,38.8,42.9
126,M,6,0.3,4.6,20.28,37.57,41.67
126,M,7,0.33,4.62,20.55,38.28,42.47
126,M,8,0.33,4.68,,37.82,41.85
126,M,9,0.28,4.53,21.1,38.75,42.92
126,M,10,0.4,4.93,21.02,,42.73
126,M,11,0.37,5.08,21.3,38.82,43.07
126,M,12,0.38,4.85,20.97,38.63,42.87
126,M,13,0.23,4.65,20.65,38.52,42.9
126,M,14,0.23,4.75,21.18,39.43,43.82
126,M,15,0.27,4.87,21.95,41.2,45.65
126,M,16,0.25,5.32,23.38,42.92,47.7
126,M,17,0.22,5.18,23.57,42.63,47.1
83,M,1,0.05,4.17,20.58,38.32,42.53
83,M,2,0.02,4.27,21.53,39.83,44.52
83,M,3,0.03,4.12,20.93,39.15,43.7
83,M,4,0.17,4.58,21.43,40.2,44.45
83,M,5,0.17,4.37,21.58,39.88,44.67
83,M,6,0.03,4.07,21.08,40.28,45.18
83,M,7,0.03,4.13,21.47,40.47,44.87
83,M,8,0.08,4.08,21.23,39.72,44.35
83,M,9,0.05,4.12,23.25,41.47,45.95
83,M,10,0.08,4.27,21.03,39.68,44.18
83,M,11,0.07,4.23,21.5,39.73,44.05
83,M,12,0.17,4.33,21.07,38.95,43.17
83,M,13,0.03,4.17,20.83,38.8,43.3
83,M,14,0.05,4.07,20.75,38.88,43.32
83,M,15,0.05,4.02,20.33,38.68,44.17
83,M,16,0.07,4.12,20.58,39.03,43.33
83,M,17,0.05,4.08,21.95,42.27,47.13
83,M,18,2.75,,,,
245,M,1,0.1,4.95,25,48.18,52.82
245,M,2,0.08,4.9,23.48,44.07,48.73
245,M,3,0.15,4.67,22.15,41.83,46.93
245,M,4,0.13,4.47,21.53,42.57,47.5
245,M,5,0.23,4.72,22.25,41.18,46.23
245,M,6,0.1,4.35,21.07,41.85,47
245,M,7,0.12,4.43,22.07,41.47,46.28
245,M,8,0.17,4.38,20.62,,46.18
245,M,9,0.15,4.53,22.2,41.28,45.8
245,M,10,0.13,4.48,21.15,41.83,47.2
245,M,11,0.18,4.65,,42.48,47.45
245,M,12,0.22,4.68,,41.4,46.55
245,M,13,0.13,4.6,,41.98,47.15
245,M,14,0.12,4.47,,41.93,47.02
245,M,15,0.17,4.68,20.88,42.32,47.23
