front,back
1,いち
2,に
3,さん
4,し
5,ご
6,ろく
7,しち
8,はち
9,きゅう
10,じゅう
100,ひゃく
1st,ひとつめ
2nd,ふたつめ
3rd,みっつめ
4th,よっつめ
5th,いつつめ
