front,back
animals,どうぶつ
bird,とり
butterfly,ちょうちょう
calamari,いか
cat,ねこ
cow,うし
dog,いぬ
elephant,ぞう
fish,さかな
giraffe,キリン
horse,うま
panther,ひょう
pig,ぶた
prawn,えび
rabbit,うさぎ
squid,いか
turtle,かめ
